Person detected at 3m 0s, duration: 10 seconds
Person detected at 3m 10s, duration: 10 seconds
Active person detected at 3m 10s, duration: 10 seconds
Person detected at 3m 30s, duration: 10 seconds
Active person detected at 3m 30s, duration: 10 seconds
Person detected at 3m 40s, duration: 10 seconds
Active person detected at 3m 40s, duration: 10 seconds
Person detected at 3m 50s, duration: 10 seconds
Active person detected at 3m 50s, duration: 10 seconds
Person detected at 4m 0s, duration: 10 seconds
Active person detected at 4m 0s, duration: 10 seconds
Person detected at 4m 10s, duration: 10 seconds
Active person detected at 4m 10s, duration: 10 seconds
Person detected at 4m 20s, duration: 10 seconds
Person detected at 4m 30s, duration: 10 seconds
Active person detected at 4m 30s, duration: 10 seconds
Person detected at 4m 40s, duration: 10 seconds
Active person detected at 4m 40s, duration: 10 seconds
Person detected at 4m 50s, duration: 10 seconds
Active person detected at 4m 50s, duration: 10 seconds
Person detected at 5m 0s, duration: 10 seconds
Person detected at 5m 30s, duration: 10 seconds
Active person detected at 5m 30s, duration: 10 seconds
Person detected at 5m 50s, duration: 10 seconds
Active person detected at 5m 50s, duration: 10 seconds
Person detected at 6m 0s, duration: 10 seconds
Person detected at 6m 10s, duration: 10 seconds
Active person detected at 6m 10s, duration: 10 seconds
Person detected at 6m 20s, duration: 10 seconds
Person detected at 6m 30s, duration: 10 seconds
Active person detected at 6m 30s, duration: 10 seconds
Person detected at 6m 40s, duration: 10 seconds
Person detected at 6m 50s, duration: 10 seconds
Person detected at 7m 0s, duration: 10 seconds
Person detected at 7m 10s, duration: 10 seconds
Person detected at 7m 20s, duration: 10 seconds
Active person detected at 7m 20s, duration: 10 seconds
Person detected at 7m 50s, duration: 10 seconds
Active person detected at 7m 50s, duration: 10 seconds
Person detected at 8m 0s, duration: 10 seconds
Person detected at 8m 10s, duration: 10 seconds
Person detected at 8m 20s, duration: 10 seconds
Active person detected at 8m 20s, duration: 10 seconds

Total detected time: 270 seconds (4m 30s), (53.65% of video duration).
Total active time: 160 seconds (2m 40s), (31.79% of video duration).
Person detected from 3m 0s to 3m 20s
Person detected from 3m 30s to 5m 10s
Person detected from 5m 30s to 5m 40s
Person detected from 5m 50s to 7m 30s
